area_type,availability,location,bhk,size_comp,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Yeshwanthpur,3,BHK,1430,3,2,72
Carpet  Area,Date Set,Bhoganhalli,4,BHK,1451.5,4,1,121
Super built-up  Area,Ready To Move,Ramakrishnappa Layout,5,BHK,6200,5,2,720
Super built-up  Area,Ready To Move,AGS Layout,3,BHK,1490,2,1,59.6
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4,BHK,1650,4,0,99
Super built-up  Area,Ready To Move,Bellandur,2,BHK,1286,2,2,57
Built-up  Area,Ready To Move,KR Garden,2,BHK,925,2,2,63
Super built-up  Area,Ready To Move,Bellandur,4,BHK,3016,4,3,230
Built-up  Area,Ready To Move,Haralur Road,2,BHK,1000,2,2,44
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1215,2,2,39
Plot  Area,Ready To Move,Kanakadasa Layout,4,Bedroom,1200,3,1,95
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,BHK,1336,2,2,100
Super built-up  Area,Ready To Move,Yeshwanthpur,1,BHK,673,1,1,36.85
Plot  Area,Ready To Move,Anandapura,2,Bedroom,1200,2,1,58
Plot  Area,Ready To Move,Lingarajapuram,6,Bedroom,600,7,2,63
Super built-up  Area,Ready To Move,Malleshwaram,3,BHK,1600,3,3,160
Plot  Area,Ready To Move,Mallathahalli,2,Bedroom,1200,2,0,79
Plot  Area,Ready To Move,Indira Nagar,6,Bedroom,2480,4,1,750
Super built-up  Area,Date Set,Jayamahal Extension,3,BHK,2500,3,2,270
Plot  Area,Ready To Move,Devanahalli,5,Bedroom,2400,5,3,100
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,BHK,1143,2,2,65
Super built-up  Area,Ready To Move,Kanakpura Road,2,BHK,1470,2,2,61.74
Plot  Area,Ready To Move,Laxminarayana Layout,4,Bedroom,1584,3,2,145
Super built-up  Area,Ready To Move,Marathahalli,3,BHK,1785,3,2,94
Super built-up  Area,Ready To Move,Koramangala,3,BHK,2292,3,2,286
Super built-up  Area,Ready To Move,Kothanur,3,BHK,1460,3,3,71
Super built-up  Area,Ready To Move,Kasturi Nagar,3,BHK,1500,2,3,80
Plot  Area,Ready To Move,Yelahanka,5,Bedroom,1200,4,1,140
Built-up  Area,Ready To Move,Sanjay nagar,5,BHK,3300,3,2,250
Super built-up  Area,Ready To Move,Chikkalasandra,2,BHK,1230,2,2,48
Super built-up  Area,Ready To Move,Yelahanka New Town,1,BHK,650,1,1,20
Super built-up  Area,Ready To Move,Benson Town,2,BHK,1480,2,2,120
Super built-up  Area,Ready To Move,Thanisandra,2,BHK,1220,2,1,43.92
Super built-up  Area,Ready To Move,Dooravani Nagar,3,BHK,1570,3,1,115
Built-up  Area,Ready To Move,Sadashiva Nagar,3,BHK,3000,3,3,400
Super built-up  Area,Ready To Move,Mallasandra,3,BHK,1665,3,2,86.91
Plot  Area,Ready To Move,Banagiri Nagar,3,Bedroom,1350,3,1,380
Plot  Area,Ready To Move,Sarjapur  Road,4,Bedroom,4000,5,2,600
Plot  Area,Ready To Move,Ramamurthy Nagar,2,Bedroom,1100,2,0,68
Super built-up  Area,Ready To Move,Kathriguppe,3,BHK,1350,2,1,87.01
Built-up  Area,Ready To Move,Kasavanhalli,3,BHK,1719,3,2,116
Super built-up  Area,Ready To Move,Budigere,1,BHK,664,1,1,35
Super built-up  Area,Date Set,Sonnenahalli,2,BHK,1011,2,1,50.53
Built-up  Area,Ready To Move,Akshya Nagar,6,Bedroom,2400,6,0,130
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3,BHK,1680,3,2,85
Super built-up  Area,Ready To Move,Yeshwanthpur,2,BHK,717,2,0,49.48
Plot  Area,Ready To Move,Thyagaraja Nagar,4,Bedroom,700,4,2,110
Super built-up  Area,Ready To Move,Whitefield,3,BHK,1520,2,2,150
Carpet  Area,Ready To Move,Uttarahalli,3,BHK,1350,2,2,53
Super built-up  Area,Date Set,Kothanur,3,BHK,1760,3,2,150
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,BHK,875,2,1,33
Super built-up  Area,Ready To Move,Hennur,2,BHK,1231,2,2,48
Super built-up  Area,Ready To Move,Somasundara Palya,2,BHK,1174,2,3,74
Built-up  Area,Ready To Move,Munnekollal,3,BHK,1560,3,3,75
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2,BHK,1464,2,2,56
Plot  Area,Ready To Move,Kanakpura Road,3,Bedroom,2200,3,2,130
Built-up  Area,Ready To Move,Shivaji Nagar,2,BHK,850,2,2,55
Built-up  Area,Ready To Move,Sahyadri Layout,3,BHK,1750,3,1,180
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3,BHK,2024,3,2,157
Plot  Area,Ready To Move,Mathikere SBM colony,2,Bedroom,1500,1,0,160
Plot  Area,Ready To Move,"white field,kadugodi",6,Bedroom,2100,6,2,275
Super built-up  Area,Ready To Move,Kodihalli,3,BHK,2408,4,2,260
Super built-up  Area,Ready To Move,Devanahalli,2,BHK,1080,2,1,44
Super built-up  Area,Ready To Move,Indira Nagar,3,BHK,2070,3,2,225
Built-up  Area,Date Set,Electronic City,2,BHK,1020,2,1,29.46
Super built-up  Area,Ready To Move,Begur Road,3,BHK,1500,2,3,55
Plot  Area,Ready To Move,Mahalakshmi Layout,4,Bedroom,1575,5,1,158
Plot  Area,Ready To Move,Kodichikkanahalli,4,Bedroom,3250,4,1,180
Super built-up  Area,Ready To Move,Uttarahalli,2,BHK,1175,2,1,47
Super built-up  Area,Ready To Move,Channasandra,2,BHK,1030,2,1,34.5
Super built-up  Area,Date Set,Hebbal,2,BHK,1440,2,1,115
Built-up  Area,Ready To Move,Hoodi,2,BHK,1500,2,1,84
Plot  Area,Ready To Move,Thanisandra,1,Bedroom,1380,1,1,62.1
Built-up  Area,Ready To Move,Bagalur,2,BHK,1200,2,3,50
Built-up  Area,Ready To Move,Vinayak Nagar,1,BHK,705,1,2,36.5
Super built-up  Area,Ready To Move,Harlur,3,BHK,2240,5,2,155
Super built-up  Area,Ready To Move,Hegde Nagar,3,BHK,1584.01,3,1,103
Super built-up  Area,Ready To Move,P Krishnappa Layout,3,BHK,1340,3,3,77
Super built-up  Area,Ready To Move,Green Garden Layout,3,BHK,1800,3,2,70
Super built-up  Area,Ready To Move,R.T. Nagar,2,BHK,1200,2,3,45
Super built-up  Area,Date Set,Sarjapur  Road,1,BHK,685,1,1,40
Super built-up  Area,Ready To Move,Kalkere,2,BHK,925,2,3,42
Super built-up  Area,Ready To Move,Crimson Layout,2,BHK,1230,2,2,57
Plot  Area,Ready To Move,Manjunath Nagar,5,Bedroom,1200,5,1,185
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,BHK,1125,2,1,52
Super built-up  Area,Ready To Move,Hebbal,2,BHK,1100,2,1,54
Plot  Area,Date Set,Jigani,3,Bedroom,2400,3,2,149
Super built-up  Area,Date Set,Electronic City Phase II,3,BHK,1400,2,2,41.58
Plot  Area,Ready To Move,Uttarahalli,7,Bedroom,1200,7,2,225
Super built-up  Area,Ready To Move,Jakkur,3,BHK,1858,3,1,98.3
Plot  Area,Ready To Move,Adityanagar,1,Bedroom,1260,1,1,41
Built-up  Area,Ready To Move,Ambedkar Nagar,4,BHK,3530,4,2,290
Super built-up  Area,Ready To Move,HSR Layout,2,BHK,1185,2,2,60
Plot  Area,Ready To Move,RMV 2nd Stage,2,Bedroom,1200,2,1,216
Super built-up  Area,Ready To Move,Hennur,2,BHK,1255,2,1,58
Super built-up  Area,Ready To Move,Rajaji Nagar,4,BHK,3436,6,3,475
Built-up  Area,Ready To Move,Kudlu Gate,3,BHK,1335,3,2,89
Super built-up  Area,Ready To Move,Dodda Nekkundi,3,BHK,1999,3,2,132
Plot  Area,Ready To Move,Kanaka Nagar,2,Bedroom,1200,2,1,125
Super built-up  Area,Ready To Move,Kundalahalli,3,BHK,1397,3,2,110
Plot  Area,Ready To Move,Jigani,10,Bedroom,1200,10,2,105
Super built-up  Area,Ready To Move,Cooke Town,4,BHK,3950,4,2,450
Plot  Area,Ready To Move,Yelahanka New Town,2,Bedroom,1200,2,1,130
Plot  Area,Ready To Move,Chikka Tirupathi,3,Bedroom,1616,3,0,95
Plot  Area,Ready To Move,Banashankari Stage III,8,Bedroom,1200,7,2,350
Built-up  Area,Ready To Move,Hanumantha Nagar,4,Bedroom,1270,2,1,175
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,BHK,1140,2,2,38.55
Super built-up  Area,Date Set,Kanakpura Road,1,BHK,525,1,1,30
Plot  Area,Ready To Move,Varthur,3,Bedroom,1200,2,1,98
Built-up  Area,Ready To Move,Bagalakunte,1,Bedroom,700,1,1,162
Super built-up  Area,Date Set,Balagere,2,BHK,1205.47,2,1,81
Plot  Area,Ready To Move,T Dasarahalli,3,Bedroom,1200,3,2,130
Super built-up  Area,Ready To Move,Electronic City,3,BHK,1700,3,2,75
Plot  Area,Ready To Move,Thanisandra,5,Bedroom,750,4,0,62
Super built-up  Area,Date Set,Kanakpura Road,2,BHK,1090,2,1,54.54
Super built-up  Area,Ready To Move,Yeshwanthpur,4,BHK,3600,5,2,220
Built-up  Area,Ready To Move,Kundalahalli,1,BHK,2400,1,0,650
Super built-up  Area,Date Set,Thanisandra,1,BHK,923,1,1,60.84
Super built-up  Area,Date Set,Muthurayya Swamy Layout,4,BHK,3595,6,2,360
Super built-up  Area,Ready To Move,Green Glen Layout,2,BHK,1050,2,2,48
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1495,2,2,79.5
Super built-up  Area,Date Set,Hennur Road,3,BHK,1664,2,2,93.87
Built-up  Area,Ready To Move,Narayanapura,3,BHK,1485,3,2,85
Super built-up  Area,Date Set,Dommasandra,3,BHK,1033,2,2,31.5
Super built-up  Area,Ready To Move,Electronic City,3,BHK,1400,2,1,48
Built-up  Area,Ready To Move,Indira Nagar,1,Bedroom,500,1,0,70
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,944,2,1,35
Built-up  Area,Ready To Move,Whitefield,5,Bedroom,3250,5,0,290
Super built-up  Area,Date Set,Whitefield,2,BHK,1216,2,1,66.48
Super built-up  Area,Ready To Move,Thirumenahalli,2,BHK,1100,2,1,39.5
Super built-up  Area,Ready To Move,Thanisandra,3,BHK,1743,3,2,93.25
Super built-up  Area,Ready To Move,Yelahanka,2,BHK,1274,2,2,48.42
Super built-up  Area,Ready To Move,Lavelle Road,3,BHK,2500,3,2,425
Super built-up  Area,Ready To Move,Mysore Road,3,BHK,1512,2,2,110
Super built-up  Area,Ready To Move,Dollars Colony,4,BHK,3100,5,1,385
Super built-up  Area,Ready To Move,Cox Town,3,BHK,1650,3,3,100
Built-up  Area,Ready To Move,Doddathoguru,3,BHK,1875,3,1,55
Built-up  Area,Ready To Move,Whitefield,3,BHK,1350,3,2,54
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2,BHK,1219,2,2,40
Plot  Area,Ready To Move,Goraguntepalya,4,Bedroom,1200,4,1,150
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3,Bedroom,2400,3,3,85
Super built-up  Area,Ready To Move,Hormavu,2,BHK,1141,2,1,44.4
Super built-up  Area,Ready To Move,Anandapura,2,BHK,1151,2,1,43.1
Plot  Area,Ready To Move,Bommenahalli,3,Bedroom,832,3,1,77
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,915,2,1,38
Plot  Area,Ready To Move,Rajankunte,3,Bedroom,3259,3,0,270
Super built-up  Area,Date Set,Bannerghatta Road,2,BHK,1115,2,1,65.12
Super built-up  Area,Ready To Move,Thigalarapalya,3,BHK,2072,4,2,139
Super built-up  Area,Ready To Move,Kaggadasapura,2,BHK,1200,2,2,53
Super built-up  Area,Ready To Move,Singasandra,2,BHK,1300,2,2,65
Super built-up  Area,Ready To Move,Bellandur,2,BHK,1457,2,2,85
Super built-up  Area,Ready To Move,Kannamangala,2,BHK,1262,2,2,55
Plot  Area,Ready To Move,BEML Layout,4,Bedroom,1196,3,1,150
Super built-up  Area,Date Set,Ananth Nagar,2,BHK,900,2,2,22.5
Built-up  Area,Ready To Move,Attibele,1,BHK,420,1,1,17
Super built-up  Area,Ready To Move,Kanakapura,2,BHK,1160,2,1,46.39
Super built-up  Area,Ready To Move,Kasavanhalli,2,BHK,1115,2,2,50
Built-up  Area,Ready To Move,JP Nagar,3,BHK,1315,2,1,85.4
Built-up  Area,Ready To Move,Babusapalaya,2,BHK,1500,2,2,57
Super built-up  Area,Ready To Move,HSR Layout,2,BHK,1127,2,1,68
Super built-up  Area,Date Set,Kundalahalli,3,BHK,1397,3,2,104
Built-up  Area,Date Set,Whitefield,2,BHK,1173,2,1,60
Super built-up  Area,Ready To Move,Sompura,2,BHK,1090,2,2,28
Super built-up  Area,Ready To Move,Sarjapur  Road,3,BHK,2720,5,2,210
Super built-up  Area,Date Set,Jakkur,2,BHK,1230,2,1,76
Super built-up  Area,Ready To Move,6th Block Rajaji Nagar,4,BHK,3200,3,3,190
Super built-up  Area,Date Set,Sarjapur  Road,2,BHK,858,2,1,31.57
Super built-up  Area,Date Set,Talaghattapura,3,BHK,1868,3,1,121
Super built-up  Area,Ready To Move,Uttarahalli,3,BHK,1689.28,3,2,91.2
Built-up  Area,Ready To Move,Vishwapriya Layout,4,BHK,600,3,2,73
Super built-up  Area,Ready To Move,Banashankari,3,BHK,1425,3,3,49.88
Plot  Area,Ready To Move,Subramanyapura,6,Bedroom,1200,6,2,170
Plot  Area,Ready To Move,Tindlu,2,Bedroom,1350,2,1,100
Built-up  Area,Ready To Move,Channasandra,6,Bedroom,4200,6,0,180
Super built-up  Area,Ready To Move,Uttarahalli,3,BHK,1310,2,1,85
Super built-up  Area,Date Set,Haralur Road,4,BHK,3185,2,2,175
Super built-up  Area,Ready To Move,MLA Layout,2,BHK,970,2,1,40
Super built-up  Area,Date Set,Kundalahalli,3,BHK,1397,3,3,108
Super built-up  Area,Date Set,Sarjapur,2,BHK,1157,2,1,40
Super built-up  Area,Ready To Move,Kasavanhalli,2,BHK,1125,2,1,61.2
Super built-up  Area,Ready To Move,Sonnenahalli,2,BHK,1157,2,1,42
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,1241,2,1,82
Super built-up  Area,Date Set,Binny Pete,1,BHK,660,1,1,62
Built-up  Area,Ready To Move,Marathahalli,4,BHK,4000,4,3,220
Super built-up  Area,Ready To Move,Rajiv Nagar,4,BHK,2340,4,1,148
Built-up  Area,Ready To Move,Venkatadri Layout,1,BHK,596,1,1,42
Super built-up  Area,Ready To Move,Koramangala Industrial Layout,16,BHK,10000,16,2,550
Plot  Area,Ready To Move,Kyalasanahalli,4,Bedroom,1200,4,3,110
Super built-up  Area,Ready To Move,Ambedkar Colony,3,BHK,1910,3,1,190
Super built-up  Area,Ready To Move,Brookefield,2,BHK,1139,2,2,80
Super built-up  Area,Ready To Move,Thigalarapalya,4,BHK,3122,5,2,225
Super built-up  Area,Date Set,Sarjapura - Attibele Road,2,BHK,1033,2,2,28.41
Super built-up  Area,Ready To Move,Yeshwanthpur,2,BHK,1168,2,2,64.08
Super built-up  Area,Ready To Move,Chandapura,2,BHK,877,2,3,42
Built-up  Area,Date Set,Electronics City Phase 1,2,BHK,1340,2,2,75
Built-up  Area,Ready To Move,B Narayanapura,3,BHK,1405,2,2,70
Super built-up  Area,Ready To Move,Siddapura,3,BHK,1800,3,3,65
Built-up  Area,Ready To Move, Devarabeesana Halli,3,BHK,1750,3,3,149
Super built-up  Area,Ready To Move,Motappa Layout,3,BHK,1360,2,1,65
Plot  Area,Ready To Move,Malleshwaram,3,Bedroom,675,2,0,148
Super built-up  Area,Date Set,Byrasandra,2,BHK,985,2,1,63
Super built-up  Area,Date Set,Victoria Layout,2,BHK,1300,2,1,129
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,BHK,1850,3,2,150
Super built-up  Area,Ready To Move,Rustam Bagh Layout,3,BHK,1490,2,3,88
Super built-up  Area,Ready To Move,Byagadadhenahalli,2,BHK,620,1,1,25
Super built-up  Area,Date Set,Hormavu,2,BHK,1130,2,1,42.3
Super built-up  Area,Ready To Move,Yelachenahalli,2,BHK,1080,2,2,55
Built-up  Area,Ready To Move,Singasandra,4,BHK,3126,4,2,120
Super built-up  Area,Ready To Move,Begur Road,3,BHK,1410,2,3,52.17
Super built-up  Area,Ready To Move,Bommanahalli,3,BHK,1375,3,2,59
Super built-up  Area,Ready To Move,Hennur Road,3,BHK,1290,2,1,94.5
Super built-up  Area,Date Set,Hosa Road,3,BHK,1318,2,1,85.28
Super built-up  Area,Ready To Move,Electronic City,2,BHK,1128,2,1,68
Plot  Area,Ready To Move,Meenakunte,4,Bedroom,4428,4,2,255
Super built-up  Area,Date Set,Kanakpura Road,2,BHK,1051,2,2,56.74
Plot  Area,Ready To Move,Kengeri,3,Bedroom,3500,5,0,275
Plot  Area,Ready To Move,Kannamangala,4,Bedroom,2400,4,1,130
Super built-up  Area,Ready To Move,Yelahanka,2,BHK,1327,2,3,85
Super built-up  Area,Ready To Move,Thigalarapalya,4,BHK,2912,6,2,210
Super built-up  Area,Ready To Move,Basapura,2,BHK,1301,2,2,55
Super built-up  Area,Ready To Move,Thippasandra,1,BHK,650,1,0,30
Plot  Area,Date Set,Varthur,3,Bedroom,1200,3,1,67.75
Super built-up  Area,Ready To Move,Banagiri Nagar,3,BHK,1500,2,2,89.99
Plot  Area,Ready To Move,Kumara Park,4,Bedroom,2700,6,2,675
Plot  Area,Ready To Move,Nagadevanahalli,4,Bedroom,1350,4,2,145
Built-up  Area,Date Set,Electronic City Phase II,2,BHK,1000,2,1,28.88
Super built-up  Area,Date Set,Sarjapur  Road,2,BHK,984,2,1,45.91
Super built-up  Area,Date Set,Jakkur,3,BHK,1819.18,3,1,160
Built-up  Area,Ready To Move,Nagarbhavi,1,Bedroom,900,1,0,175
Super built-up  Area,Date Set,Hebbal,3,BHK,1355,3,1,83.87
Super built-up  Area,Ready To Move,Sarakki Nagar,3,BHK,2145,4,1,270
Super built-up  Area,Ready To Move,Malleshwaram,3,BHK,2475,4,3,300
Super built-up  Area,Date Set,Kaggadasapura,2,BHK,1118,2,0,30
Super built-up  Area,Ready To Move,Roopena Agrahara,1,BHK,910,1,1,42
Super built-up  Area,Date Set,Madiwala,3,BHK,1250,3,2,39
Super built-up  Area,Date Set,Hosakerehalli,2,BHK,1304,2,3,100
Super built-up  Area,Ready To Move,Begur Road,3,BHK,1615,3,2,58
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,1400,2,2,68
Super built-up  Area,Ready To Move,CV Raman Nagar,2,BHK,1070,2,2,47.5
Super built-up  Area,Date Set,Hebbal,3,BHK,3500,3,3,395
Super built-up  Area,Date Set,Hoodi,2,BHK,1132,2,1,89.37
Super built-up  Area,Ready To Move,Rajarajeshwari Nagara,3,BHK,2000,3,2,85
Plot  Area,Ready To Move,Hebbal,7,Bedroom,2400,5,1,550
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1,BHK,794,1,2,65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,BHK,1090,2,2,43.59
Super built-up  Area,Ready To Move,Gottigere,3,BHK,1500,3,2,70
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3,BHK,2059,3,2,225
Super built-up  Area,Date Set,Kanakpura Road,1,BHK,525,1,1,30
Super built-up  Area,Date Set,Bhoganhalli,2,BHK,1447,2,1,75.97
Super built-up  Area,Date Set,Whitefield,2,BHK,1269,2,1,75
Plot  Area,Date Set,KR Layout,4,Bedroom,4800,4,0,700
Super built-up  Area,Ready To Move,Kanakpura Road,2,BHK,1070,2,2,37.45
Super built-up  Area,Ready To Move,Talaghattapura,2,BHK,1150,2,0,28
Super built-up  Area,Ready To Move,Marathahalli,2,BHK,1208,2,2,70
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,BHK,1185,2,1,45.5
Plot  Area,Ready To Move,Laggere,3,Bedroom,1200,3,1,130
Super built-up  Area,Ready To Move,Anekal,2,BHK,888,2,1,34
Super built-up  Area,Date Set,Chandapura,2,BHK,1015,2,2,25.88
Built-up  Area,Ready To Move,Celebrity Paradise Layout,1,BHK,532,1,1,22.49
Super built-up  Area,Ready To Move,St Thomas Town,3,BHK,1060,3,1,62
Built-up  Area,Ready To Move,Electronic City,1,BHK,700,1,1,35
Super built-up  Area,Ready To Move,Ckikkakammana Halli,2,BHK,902,2,2,42
Plot  Area,Ready To Move,Banashankari 2nd Stage,6,Bedroom,600,3,3,95
Super built-up  Area,Ready To Move,Uttarahalli,2,BHK,1175,2,1,47
Super built-up  Area,Date Set,Binny Pete,2,BHK,1365,2,1,122
Super built-up  Area,Ready To Move,Doddathoguru,2,BHK,984,2,1,51
Plot  Area,Ready To Move,Hebbal,4,Bedroom,2700,2,2,100
Super built-up  Area,Ready To Move,Jalahalli East,3,BHK,1475,3,2,96
Super built-up  Area,Ready To Move,Haralur Road,2,BHK,1300,2,2,79
Plot  Area,Ready To Move,5th Block Hbr Layout,5,Bedroom,1200,6,1,220
Built-up  Area,Ready To Move,Babusapalaya,3,BHK,1453,2,2,43.59
Super built-up  Area,Ready To Move,Munivenkatppa Layout,2,BHK,1550,2,3,160
Built-up  Area,Ready To Move,Akshaya Nagar,3,BHK,1666,3,2,95
Plot  Area,Ready To Move,Akshaya Nagar,4,Bedroom,1410,4,2,160
Plot  Area,Date Set,Yelahanka,4,Bedroom,4025,5,3,800
Super built-up  Area,Ready To Move,Murugeshpalya,3,BHK,1845,3,3,91
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,BHK,1676,3,3,52
Super built-up  Area,Date Set,Uttarahalli,2,BHK,1137,2,1,63
Super built-up  Area,Ready To Move,Electronic City,3,BHK,1360,2,1,70.5
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3,BHK,1374,2,2,70
Built-up  Area,Ready To Move,Judicial Layout,3,Bedroom,1700,3,2,155
Plot  Area,Ready To Move,Whitefield,5,Bedroom,3227,5,0,250
Super built-up  Area,Ready To Move,Ferrar Nagar,4,BHK,2145,4,2,125
Plot  Area,Ready To Move,Koramangala,4,Bedroom,2400,6,3,600
Super built-up  Area,Date Set,Kasavanhalli,3,BHK,2170,3,2,151
Built-up  Area,Ready To Move,Bank Of Baroda Colony,2,BHK,1080,2,1,55
Built-up  Area,Ready To Move,Electronic City Phase II,3,BHK,1790,3,3,100
Super built-up  Area,Ready To Move,Doddathoguru,1,BHK,550,1,1,17
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,BHK,1270,2,2,50.79
Built-up  Area,Ready To Move,Somasundara Palya,2,BHK,1033,2,2,48
Built-up  Area,Ready To Move,Kamala Nagar,2,Bedroom,1000,2,1,80
Super built-up  Area,Date Set,Binny Pete,4,BHK,2940,6,2,280
Super built-up  Area,Ready To Move,Kumarapalli,2,BHK,1240,2,2,52.6
Plot  Area,Ready To Move,Kasturi Nagar,5,Bedroom,1650,5,1,450
Super built-up  Area,Ready To Move,Kambipura,2,BHK,883,2,1,39
Built-up  Area,Date Set,Outer Ring Road East,3,BHK,1500,2,0,97
Super built-up  Area,Ready To Move,Marathahalli,3,BHK,1730,3,3,139
Super built-up  Area,Ready To Move,Kasavanhalli,3,BHK,1915,3,3,80
Super built-up  Area,Ready To Move,Whitefield,3,BHK,1545,3,2,79
Super built-up  Area,Date Set,Marenahalli,3,BHK,1865,4,2,140
Super built-up  Area,Ready To Move,Hebbal Kempapura,2,BHK,1150,2,2,40
Super built-up  Area,Date Set,HAL 3rd Stage,2,BHK,1200,2,2,49
Built-up  Area,Ready To Move,Kengeri,2,BHK,963,2,2,40
Plot  Area,Ready To Move,Marsur,3,Bedroom,1200,3,1,120
Super built-up  Area,Ready To Move,Basavangudi,4,BHK,2600,4,3,260
Built-up  Area,Ready To Move,Kaikondrahalli,4,BHK,1700,4,2,108
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,BHK,1682,3,1,120
Built-up  Area,Ready To Move,Yelahanka,3,BHK,1371,2,2,65
Super built-up  Area,Date Set,Hennur Road,2,BHK,901,2,1,49.5
Plot  Area,Ready To Move,Vishwapriya Layout,7,Bedroom,600,7,0,73
Super built-up  Area,Ready To Move,Ambalipura,3,BHK,1730,3,1,120
Plot  Area,Ready To Move,Konanakunte,4,Bedroom,1200,4,0,125
Super built-up  Area,Ready To Move,EPIP Zone,3,BHK,1500,3,3,102
Super built-up  Area,Ready To Move,Sarjapur  Road,4,BHK,3785,6,2,280
Built-up  Area,Ready To Move,Nagawara Junction,4,BHK,3500,4,2,245
Carpet  Area,Ready To Move,Lingarajapuram,2,BHK,1203,2,1,59.86
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,BHK,1357,2,2,54
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3,BHK,1600,3,2,76
Built-up  Area,Ready To Move,Yelahanka New Town,1,BHK,350,1,1,13.5
Super built-up  Area,Ready To Move,Varthur,3,BHK,1665,3,1,53
Plot  Area,Ready To Move,Ramamurthy Nagar,3,Bedroom,1400,3,3,200
Super built-up  Area,Ready To Move,Sarjapur  Road,1,BHK,835,1,1,46.95
Plot  Area,Ready To Move,Chandra Layout,2,Bedroom,815,3,2,160
Super built-up  Area,Ready To Move,Haralur Road,3,BHK,1444,2,1,80
Super built-up  Area,Ready To Move,Kanakapura,2,BHK,1277,2,2,55
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,BHK,1521,3,1,94.71
Super built-up  Area,Ready To Move,Maithri Layout,2,BHK,1134,2,1,40
Super built-up  Area,Ready To Move,Vasanthapura,2,BHK,995,2,1,34.82
Super built-up  Area,Ready To Move,Old Madras Road,3,BHK,2760,5,2,157
Built-up  Area,Ready To Move,Marathahalli,2,BHK,1325,1,1,92
Built-up  Area,Ready To Move,Kothanur,6,Bedroom,4000,6,2,150
Built-up  Area,Ready To Move,Marathahalli,3,BHK,1525,3,2,90
Super built-up  Area,Date Set,Raja Rajeshwari Nagar 5th Stage,3,BHK,1320,2,2,73
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,BHK,650,1,1,23
Built-up  Area,Ready To Move,Old Airport Road,3,BHK,1858,2,1,167
Super built-up  Area,Date Set,Electronic City,2,BHK,1150,2,1,38
Super built-up  Area,Ready To Move,Electronic City Phase II,2,BHK,769,2,1,40
Super built-up  Area,Ready To Move,Electronic City,3,BHK,1571,3,2,105
Super built-up  Area,Ready To Move,Hennur Road,3,BHK,1445,3,1,86.56
