,location,bhk,total_sqft,bath,balcony,price,Actual Price
2822,Harlur,3,1864.0,3,1,140.0,1400000.0
2823,Harlur,2,1331.0,2,1,88.0,880000.0
2824,Harlur,3,1752.12,3,2,133.0,1330000.0
2825,Harlur,2,1133.0,2,1,55.0,550000.0
2826,Harlur,3,1756.0,3,2,128.0,1280000.0
2827,Harlur,3,1749.0,3,2,120.0,1200000.0
2828,Harlur,2,1197.0,2,1,82.0,820000.0
2829,Harlur,2,1303.0,2,1,90.0,900000.0
2830,Harlur,3,1754.0,3,2,132.0,1320000.0
2831,Harlur,2,1174.0,2,1,75.0,750000.0
2832,Harlur,3,1756.0,3,2,134.0,1340000.0
2833,Harlur,2,1197.0,2,1,78.0,780000.0
2834,Harlur,2,1290.0,2,1,89.9,899000.0
2835,Harlur,2,1386.0,2,2,85.0,850000.0
2836,Harlur,2,1174.0,2,1,74.0,740000.0
2837,Harlur,2,1174.0,2,1,78.0,780000.0
2839,Harlur,3,1755.0,3,2,115.0,1150000.0
2841,Harlur,4,2569.0,4,1,175.0,1750000.0
2843,Harlur,2,1197.0,2,1,77.0,770000.0
2844,Harlur,3,1752.12,3,2,125.0,1250000.0
2845,Harlur,4,2569.0,5,3,180.0,1800000.0
2846,Harlur,2,1225.0,2,2,56.0,560000.0
2847,Harlur,2,1197.0,2,1,76.0,760000.0
2849,Harlur,2,1197.0,2,1,75.0,750000.0
2850,Harlur,3,1755.0,3,2,117.0,1170000.0
2851,Harlur,2,1197.0,2,1,79.9,799000.0
2852,Harlur,2,936.0,2,1,45.0,450000.0
2853,Harlur,4,2990.0,4,1,225.0,2250000.0
2854,Harlur,2,1370.0,2,2,88.0,880000.0
2855,Harlur,2,1335.0,2,0,72.76,727600.0
2856,Hebbal,3,1760.0,2,2,123.0,1230000.0
2857,Hebbal,4,5611.5,4,0,477.0,4770000.0
2859,Hebbal,2,1349.0,2,1,98.2,982000.0
2860,Hebbal,4,2483.0,5,2,212.0,2120000.0
2861,Hebbal,3,1760.0,2,2,130.0,1300000.0
2863,Hebbal,3,1920.0,3,2,134.0,1340000.0
2864,Hebbal,2,1337.0,2,1,82.0,820000.0
2865,Hebbal,2,1349.0,2,1,98.0,980000.0
2868,Hebbal,3,1790.0,3,2,127.0,1270000.0
2869,Hebbal,2,687.33,2,0,42.72,427200.0
2871,Hebbal,3,1985.0,4,2,189.0,1890000.0
2872,Hebbal,4,2483.0,5,2,215.0,2150000.0
2873,Hebbal,2,1080.0,2,1,54.0,540000.0
2874,Hebbal,2,812.0,2,2,55.0,550000.0
2876,Hebbal,4,3067.0,4,2,230.0,2300000.0
2877,Hebbal,3,2526.0,2,2,250.0,2500000.0
2878,Hebbal,4,3067.0,4,3,230.0,2300000.0
2880,Hebbal,2,823.0,2,1,50.63,506300.0
2881,Hebbal,2,1420.0,2,1,123.0,1230000.0
2883,Hebbal,2,1420.0,2,1,99.39,993900.0
2884,Hebbal,4,4235.0,4,2,365.0,3650000.0
2885,Hebbal,3,1700.0,3,2,124.0,1240000.0
2886,Hebbal,4,3960.0,5,3,386.0,3860000.0
2887,Hebbal,2,1420.0,2,1,99.39,993900.0
2889,Hebbal,2,1440.0,2,1,115.0,1150000.0
2890,Hebbal,2,1100.0,2,1,54.0,540000.0
2892,Hebbal,3,2400.0,4,1,180.0,1800000.0
2894,Hebbal,2,1420.0,2,2,107.0,1070000.0
2895,Hebbal,2,1320.0,2,1,92.0,920000.0
2896,Hebbal,2,919.0,2,1,49.0,490000.0
2897,Hebbal,3,1645.0,3,2,135.0,1350000.0
2898,Hebbal,3,2080.0,3,3,175.0,1750000.0
2900,Hebbal,4,2483.0,5,2,230.0,2300000.0
2901,Hebbal,3,2600.0,3,2,195.0,1950000.0
2902,Hebbal,3,1645.0,3,2,117.0,1170000.0
2903,Hebbal,2,1251.0,2,1,88.73,887300.0
2904,Hebbal,3,1645.0,3,2,121.0,1210000.0
2905,Hebbal,3,1760.0,3,2,123.0,1230000.0
2907,Hebbal,4,3960.0,5,3,386.0,3860000.0
2908,Hebbal,3,1645.0,3,2,120.0,1200000.0
2909,Hebbal,3,1255.0,2,1,90.0,900000.0
2910,Hebbal,3,1645.0,3,2,117.0,1170000.0
2913,Hebbal,3,1636.0,3,1,119.0,1190000.0
2914,Hebbal,3,2661.0,2,2,226.5,2265000.0
2915,Hebbal,3,1255.0,2,1,95.0,950000.0
2918,Hebbal,3,1255.0,2,1,95.0,950000.0
2919,Hebbal,2,1088.0,2,2,61.45,614500.0
2920,Hebbal,2,1349.0,2,1,97.8,978000.0
2922,Hebbal,2,1344.0,2,1,108.0,1080000.0
2923,Hebbal,3,1255.0,2,1,90.0,900000.0
2925,Hebbal,2,1138.0,2,1,110.0,1100000.0
2926,Hebbal,4,2790.0,5,3,204.0,2040000.0
2927,Hebbal,2,1088.0,2,2,62.0,620000.0
2928,Hebbal,3,1987.0,4,2,165.0,1650000.0
2930,Hebbal,2,1299.0,2,1,100.0,1000000.0
2931,Hebbal,2,1200.0,2,1,60.0,600000.0
2932,Hebbal,3,1645.0,3,2,117.0,1170000.0
2933,Hebbal,2,1390.0,2,2,95.0,950000.0
2934,Hebbal,2,1333.0,2,1,100.0,1000000.0
2936,Hebbal,3,2650.0,4,3,199.0,1990000.0
2937,Hebbal,3,1800.0,3,2,140.0,1400000.0
2939,Hebbal,4,2470.0,4,2,203.0,2030000.0
2940,Hebbal,3,1255.0,2,1,95.0,950000.0
2941,Hebbal,2,1333.0,2,1,104.0,1040000.0
2942,Hebbal,3,1645.0,3,2,117.0,1170000.0
2943,Hebbal,3,2600.0,3,2,199.0,1990000.0
2944,Hebbal,2,1345.0,2,1,97.0,970000.0
2946,Hebbal,2,985.0,2,2,62.0,620000.0
2947,Hebbal,2,1320.0,2,1,91.0,910000.0
2948,Hebbal,3,2388.0,3,1,195.0,1950000.0
2949,Hebbal,2,1040.0,2,1,55.0,550000.0
2951,Hebbal,3,2600.0,3,2,195.0,1950000.0
2952,Hebbal,4,2630.0,5,0,188.0,1880000.0
2954,Hebbal,3,1645.0,3,2,113.0,1130000.0
2956,Hebbal,2,1420.0,2,1,99.39,993900.0
2959,Hebbal,2,1162.0,2,1,69.0,690000.0
2960,Hebbal,2,1100.0,2,1,60.0,600000.0
2961,Hebbal,4,4235.0,5,3,364.0,3640000.0
2962,Hebbal,2,1299.0,2,1,97.0,970000.0
2964,Hebbal,4,2470.0,5,2,192.0,1920000.0
2965,Hebbal,3,1645.0,3,2,117.0,1170000.0
2966,Hebbal,3,1920.0,3,2,134.0,1340000.0
2968,Hebbal,3,1920.0,3,2,150.0,1500000.0
2969,Hebbal,4,2375.0,4,2,189.0,1890000.0
2970,Hebbal,2,1420.0,2,1,99.26,992600.0
2971,Hebbal,2,1252.0,2,1,92.0,920000.0
2973,Hebbal,2,1162.0,2,1,59.0,590000.0
2974,Hebbal,2,1294.0,2,1,115.0,1150000.0
2976,Hebbal,2,1150.0,2,1,57.0,570000.0
2977,Hebbal,3,1740.0,2,1,137.0,1370000.0
2979,Hebbal,3,1662.0,3,2,155.0,1550000.0
2980,Hebbal,3,2250.0,3,2,219.0,2190000.0
2981,Hebbal,2,1349.0,2,1,98.0,980000.0
2983,Hebbal,2,1349.0,2,1,96.8,968000.0
2984,Hebbal Kempapura,3,1700.0,3,2,155.0,1550000.0
2985,Hebbal Kempapura,3,1800.0,3,2,175.0,1750000.0
2986,Hebbal Kempapura,3,2900.0,4,2,300.0,3000000.0
2987,Hebbal Kempapura,3,3522.0,3,2,380.0,3800000.0
2988,Hebbal Kempapura,5,2280.0,5,2,200.0,2000000.0
2989,Hebbal Kempapura,2,1200.0,2,1,125.0,1250000.0
2990,Hebbal Kempapura,3,2900.0,4,2,240.0,2400000.0
2992,Hebbal Kempapura,2,1300.0,2,2,102.0,1020000.0
2993,Hebbal Kempapura,3,1466.0,2,3,140.0,1400000.0
2995,Hebbal Kempapura,3,1725.0,2,1,165.0,1650000.0
2996,Hebbal Kempapura,3,1200.0,3,2,125.0,1250000.0
2997,Hebbal Kempapura,3,3408.0,3,3,260.0,2600000.0
2998,Hebbal Kempapura,2,1485.0,3,3,132.0,1320000.0
2999,Hebbal Kempapura,2,1400.0,2,2,108.0,1080000.0
3000,Hebbal Kempapura,3,1800.0,3,3,150.0,1500000.0
3001,Hebbal Kempapura,5,2400.0,5,2,200.0,2000000.0
3002,Hebbal Kempapura,5,2800.0,5,1,220.0,2200000.0
3003,Hebbal Kempapura,3,1785.0,3,0,165.0,1650000.0
3004,Hebbal Kempapura,4,3729.0,4,2,384.0,3840000.0
3005,Hebbal Kempapura,3,1600.0,3,3,170.0,1700000.0
3006,Hebbal Kempapura,3,1730.0,3,2,175.0,1750000.0
3008,Hegde Nagar,3,1569.0,3,1,101.0,1010000.0
3009,Hegde Nagar,6,3000.0,7,2,210.0,2100000.0
3010,Hegde Nagar,3,2026.0,3,2,132.0,1320000.0
3011,Hegde Nagar,3,1801.0,3,2,115.0,1150000.0
3012,Hegde Nagar,2,1050.0,1,2,56.0,560000.0
3013,Hegde Nagar,2,1341.0,2,1,97.0,970000.0
3014,Hegde Nagar,3,2112.95,4,2,145.0,1450000.0
3015,Hegde Nagar,4,1200.0,4,1,83.0,830000.0
3016,Hegde Nagar,3,1703.0,3,2,113.0,1130000.0
3017,Hegde Nagar,3,1570.0,3,1,105.0,1050000.0
3018,Hegde Nagar,3,1801.0,3,2,140.0,1400000.0
3019,Hegde Nagar,3,1584.01,3,1,103.0,1030000.0
3020,Hegde Nagar,3,1965.0,4,2,125.0,1250000.0
3021,Hegde Nagar,2,1200.0,2,0,75.0,750000.0
3022,Hegde Nagar,3,1847.0,3,2,135.0,1350000.0
3023,Hegde Nagar,3,1965.0,4,2,132.0,1320000.0
3024,Hegde Nagar,3,1703.0,3,2,125.0,1250000.0
3025,Hegde Nagar,3,1847.0,3,2,125.0,1250000.0
3026,Hegde Nagar,3,2144.6,4,2,145.0,1450000.0
3027,Hegde Nagar,3,1718.0,3,2,119.0,1190000.0
3028,Hegde Nagar,3,1847.0,3,2,123.0,1230000.0
3029,Hegde Nagar,2,1340.0,2,2,72.0,720000.0
3030,Hegde Nagar,3,2087.0,3,2,115.0,1150000.0
3031,Hegde Nagar,3,1703.0,3,2,130.0,1300000.0
3032,Hegde Nagar,3,2087.01,4,2,135.0,1350000.0
3033,Hegde Nagar,3,1718.0,3,2,130.0,1300000.0
3034,Hegde Nagar,3,1884.0,4,2,118.0,1180000.0
3035,Hegde Nagar,3,1930.0,4,2,122.0,1220000.0
3036,Hegde Nagar,3,1584.01,3,1,104.0,1040000.0
3037,Hegde Nagar,3,1168.0,2,1,68.0,680000.0
3038,Hegde Nagar,3,2162.03,4,2,129.0,1290000.0
3039,Hegde Nagar,3,2087.01,4,2,160.0,1600000.0
3040,Hegde Nagar,2,1000.0,2,0,66.0,660000.0
3041,Hegde Nagar,3,1348.0,2,2,80.5,805000.0
3042,Hennur,2,1075.0,2,1,52.0,520000.0
3043,Hennur,2,1255.0,2,1,52.32,523200.0
3044,Hennur,2,1225.0,2,1,57.0,570000.0
3045,Hennur,2,1255.0,2,1,57.5,575000.0
3046,Hennur,2,1259.0,2,2,57.0,570000.0
3047,Hennur,2,1255.0,2,2,53.5,535000.0
3048,Hennur,2,1285.0,2,1,60.0,600000.0
3049,Hennur,2,1285.0,2,1,60.0,600000.0
3050,Hennur,2,1100.0,2,1,60.0,600000.0
3051,Hennur,2,1231.0,2,2,48.0,480000.0
3052,Hennur,2,1255.0,2,1,58.0,580000.0
3053,Hennur,2,1040.0,2,2,42.12,421200.0
3054,Hennur,2,1255.0,2,1,54.5,545000.0
3055,Hennur,2,1041.0,2,2,40.6,406000.0
3057,Hennur,2,1255.0,2,1,55.5,555000.0
3059,Hennur,2,1231.0,2,2,50.0,500000.0
3060,Hennur,5,2500.0,5,2,125.0,1250000.0
3061,Hennur,2,1160.0,2,1,49.0,490000.0
3062,Hennur,3,2400.0,3,2,135.0,1350000.0
3063,Hennur,2,1255.0,2,2,53.5,535000.0
3064,Hennur,2,1255.0,2,2,55.5,555000.0
3065,Hennur,2,1100.0,2,1,44.55,445500.0
3066,Hennur,2,1255.0,2,1,57.5,575000.0
3067,Hennur,2,960.0,2,1,48.0,480000.0
3068,Hennur,2,1020.0,2,1,48.0,480000.0
3069,Hennur,2,1255.0,2,1,52.32,523200.0
3070,Hennur,2,1295.0,2,1,64.0,640000.0
3071,Hennur,3,1935.0,3,2,102.0,1020000.0
3073,Hennur,3,1345.0,2,1,69.0,690000.0
3074,Hennur,2,1255.0,2,1,58.0,580000.0
3075,Hennur,2,1420.0,2,1,62.0,620000.0
3076,Hennur,2,1155.0,2,2,54.5,545000.0
3077,Hennur,2,1255.0,2,1,52.32,523200.0
3078,Hennur,2,1255.0,2,2,52.35,523500.0
3081,Hennur,2,1255.0,2,2,54.5,545000.0
3082,Hennur,3,1830.0,2,3,113.0,1130000.0
3083,Hennur,3,1830.5,3,0,84.21,842099.9999999999
3084,Hennur,2,1255.0,2,1,55.5,555000.0
3085,Hennur,2,1255.0,2,1,53.57,535700.0
3086,Hennur,2,1255.0,2,2,56.5,565000.0
3087,Hennur,2,1050.0,2,2,42.73,427299.99999999994
3088,Hennur,2,1295.0,2,1,62.0,620000.0
3089,Hennur Road,3,2089.0,3,2,140.0,1400000.0
3090,Hennur Road,4,3203.5,2,2,224.5,2245000.0
3091,Hennur Road,8,5000.0,8,2,250.0,2500000.0
3092,Hennur Road,2,1385.0,2,1,83.09,830900.0
3093,Hennur Road,2,1317.5,2,0,63.77,637700.0
3095,Hennur Road,3,2264.0,3,1,159.0,1590000.0
3096,Hennur Road,2,1157.0,2,1,84.0,840000.0
3097,Hennur Road,3,1904.0,3,2,120.0,1200000.0
3098,Hennur Road,3,1891.0,3,1,109.0,1090000.0
3099,Hennur Road,3,1561.0,3,2,95.0,950000.0
3101,Hennur Road,3,2060.0,3,1,149.0,1490000.0
3102,Hennur Road,3,1482.0,2,1,92.0,920000.0
3103,Hennur Road,2,1232.0,2,2,89.0,890000.0
3104,Hennur Road,2,1065.0,2,1,42.6,426000.0
3106,Hennur Road,3,1482.0,2,1,87.0,870000.0
3107,Hennur Road,3,1891.0,3,1,139.0,1390000.0
3108,Hennur Road,3,1703.0,3,2,101.0,1010000.0
3109,Hennur Road,2,1232.0,2,0,69.61,696100.0
3110,Hennur Road,2,987.0,2,1,49.0,490000.0
3112,Hennur Road,3,2160.0,3,2,160.0,1600000.0
3114,Hennur Road,3,1680.0,3,2,99.27,992700.0
3115,Hennur Road,2,1065.0,2,1,42.6,426000.0
3116,Hennur Road,2,1385.0,2,1,83.09,830900.0
3118,Hennur Road,3,2350.0,3,2,174.0,1740000.0
3119,Hennur Road,3,1586.0,3,3,93.94,939400.0
3120,Hennur Road,3,1975.0,3,3,123.0,1230000.0
3122,Hennur Road,3,1290.0,2,1,94.5,945000.0
3123,Hennur Road,2,901.0,2,1,49.5,495000.0
3124,Hennur Road,3,1445.0,3,1,86.56,865600.0
3125,Hennur Road,3,1482.0,2,3,97.0,970000.0
3126,Hennur Road,2,1182.0,2,2,82.5,825000.0
3128,Hennur Road,2,1036.0,2,1,59.46,594600.0
3129,Hennur Road,3,1891.0,3,1,109.0,1090000.0
3130,Hennur Road,2,1232.0,2,1,69.61,696100.0
3132,Hennur Road,3,2320.0,3,2,170.0,1700000.0
3133,Hennur Road,3,1936.0,3,1,118.0,1180000.0
3134,Hennur Road,2,1480.0,2,2,65.0,650000.0
3135,Hennur Road,3,1590.0,3,2,96.5,965000.0
3136,Hennur Road,3,1445.0,2,1,105.0,1050000.0
3137,Hennur Road,2,1036.0,2,1,59.45,594500.0
3138,Hennur Road,3,1832.0,3,1,125.0,1250000.0
3139,Hennur Road,2,1359.0,2,2,104.0,1040000.0
3140,Hennur Road,2,1341.0,2,1,75.76,757600.0
3141,Hennur Road,2,1040.0,2,2,50.0,500000.0
3143,Hennur Road,2,1414.0,2,2,84.18,841800.0000000001
3144,Hennur Road,3,1949.0,3,1,133.0,1330000.0
3145,Hennur Road,2,1232.0,2,2,89.0,890000.0
3146,Hennur Road,3,1250.0,2,1,77.88,778800.0
3147,Hennur Road,4,2502.0,4,2,180.0,1800000.0
3148,Hennur Road,3,1831.0,3,1,110.0,1100000.0
3149,Hennur Road,2,1232.0,2,1,87.0,870000.0
3150,Hennur Road,2,1232.0,2,1,74.0,740000.0
3151,Hennur Road,2,1232.0,2,1,66.0,660000.0
3152,Hennur Road,2,1341.0,2,1,95.0,950000.0
3154,Hennur Road,2,1232.0,2,1,88.0,880000.0
3155,Hennur Road,3,2365.0,4,2,175.0,1750000.0
3156,Hennur Road,2,1310.0,2,1,66.0,660000.0
3158,Hennur Road,2,1015.0,2,2,50.0,500000.0
3160,Hennur Road,3,2264.0,3,2,168.0,1680000.0
3161,Hennur Road,3,2002.0,3,2,120.0,1200000.0
3162,Hennur Road,2,1232.0,2,1,69.6,696000.0
3163,Hennur Road,2,1195.0,2,2,73.0,730000.0
3164,Hennur Road,2,1020.0,2,3,47.0,470000.0
3165,Hennur Road,5,5100.0,6,3,375.0,3750000.0
3166,Hennur Road,2,1061.0,2,1,54.92,549200.0
3168,Hennur Road,2,1020.0,2,0,45.0,450000.0
3169,Hennur Road,3,2041.0,3,3,128.0,1280000.0
3170,Hennur Road,2,1232.0,2,1,87.0,870000.0
3171,Hennur Road,2,1066.0,2,1,52.23,522299.99999999994
3172,Hennur Road,2,973.0,2,1,56.0,560000.0
3173,Hennur Road,2,1255.0,2,1,84.0,840000.0
3174,Hennur Road,2,1232.0,2,1,83.0,830000.0
3175,Hennur Road,3,1832.0,3,1,116.0,1160000.0
3176,Hennur Road,3,2050.0,3,2,120.0,1200000.0
3177,Hennur Road,3,1445.0,2,2,86.69,866900.0
3178,Hennur Road,3,1445.0,2,1,83.0,830000.0
3181,Hennur Road,3,1654.0,3,2,97.8,978000.0
3182,Hennur Road,3,1480.0,3,2,100.0,1000000.0
3183,Hennur Road,3,1450.0,3,1,88.6,886000.0
3184,Hennur Road,2,1155.0,2,1,69.18,691800.0000000001
3185,Hennur Road,2,1053.0,2,1,53.0,530000.0
3186,Hennur Road,2,1195.0,2,2,59.0,590000.0
3187,Hennur Road,3,1904.0,3,2,129.0,1290000.0
3188,Hennur Road,3,1981.0,3,1,134.0,1340000.0
3189,Hennur Road,2,1155.0,2,1,69.18,691800.0000000001
3191,Hennur Road,3,1590.0,3,2,105.0,1050000.0
3192,Hennur Road,3,2041.0,3,3,138.0,1380000.0
3193,Hennur Road,3,1100.0,2,1,78.0,780000.0
3194,Hennur Road,4,1880.0,4,0,154.0,1540000.0
3195,Hennur Road,2,1232.0,2,1,69.61,696100.0
3196,Hennur Road,3,1748.0,3,2,103.0,1030000.0
3197,Hennur Road,2,1460.0,2,1,80.3,803000.0
3199,Hennur Road,3,1933.0,3,2,140.0,1400000.0
3200,Hennur Road,2,1030.0,2,1,46.5,465000.0
3201,Hennur Road,2,1232.0,2,1,69.61,696100.0
3203,Hennur Road,3,1445.0,2,1,89.56,895600.0
3204,Hennur Road,2,973.0,2,1,50.74,507400.0
3206,Hennur Road,3,1305.0,2,1,77.0,770000.0
3208,Hennur Road,2,1165.0,2,1,67.0,670000.0
3209,Hennur Road,2,980.0,2,1,51.0,510000.0
3210,Hennur Road,2,1232.0,2,1,80.0,800000.0
3211,Hennur Road,2,1085.0,2,1,43.4,434000.0
3212,Hennur Road,2,950.0,2,1,55.0,550000.0
3213,Hennur Road,2,1140.0,2,2,56.0,560000.0
3214,Hennur Road,3,1891.0,3,1,110.0,1100000.0
3217,Hennur Road,2,1165.0,2,1,52.0,520000.0
3218,Hennur Road,2,1450.0,2,2,80.0,800000.0
3219,Hennur Road,2,1155.0,2,1,69.18,691800.0000000001
3220,Hennur Road,3,1936.0,3,1,131.0,1310000.0
3221,Hoodi,2,985.0,2,2,67.0,670000.0
3224,Hoodi,2,1425.0,2,2,80.0,800000.0
3225,Hoodi,2,1420.0,2,2,75.0,750000.0
3226,Hoodi,3,1639.0,3,2,110.0,1100000.0
3228,Hoodi,3,1639.0,3,1,98.32,983199.9999999999
3232,Hoodi,2,1026.0,2,1,60.87,608700.0
3233,Hoodi,2,1050.0,2,2,50.0,500000.0
3234,Hoodi,2,1400.0,2,1,78.0,780000.0
3235,Hoodi,5,2400.0,5,2,160.0,1600000.0
3236,Hoodi,2,1196.0,2,0,71.74,717400.0
3238,Hoodi,2,1500.0,2,1,84.0,840000.0
3239,Hoodi,2,1055.0,2,1,57.63,576300.0
3240,Hoodi,3,1925.0,2,3,114.0,1140000.0
3241,Hoodi,2,1400.0,2,1,82.0,820000.0
3243,Hoodi,1,706.0,1,1,48.24,482400.0
3244,Hoodi,2,1257.0,2,1,69.0,690000.0
3245,Hoodi,2,1132.0,2,0,67.9,679000.0
3246,Hoodi,3,1925.0,3,3,110.0,1100000.0
3248,Hoodi,2,1257.0,2,1,71.03,710300.0
3249,Hoodi,2,1305.0,2,1,75.0,750000.0
3251,Hoodi,2,1240.0,2,3,65.0,650000.0
3253,Hoodi,2,1108.0,2,1,74.23,742300.0
3254,Hoodi,2,1257.0,2,1,68.5,685000.0
3255,Hoodi,2,1000.0,2,2,48.0,480000.0
3256,Hoodi,2,1063.0,2,1,61.17,611700.0
3257,Hoodi,2,1259.0,2,2,69.45,694500.0
3258,Hoodi,1,711.0,1,0,42.65,426500.0
3260,Hoodi,1,863.0,1,0,40.55,405500.0
3261,Hoodi,3,1715.0,2,2,100.0,1000000.0
3263,Hoodi,2,1447.0,3,2,76.0,760000.0
3264,Hoodi,3,2144.0,3,2,140.0,1400000.0
3265,Hoodi,2,1108.0,2,0,66.46,664599.9999999999
3267,Hoodi,3,1837.0,3,1,110.0,1100000.0
3268,Hoodi,4,3385.0,4,1,220.0,2200000.0
3270,Hoodi,2,1181.0,2,2,55.0,550000.0
3271,Hoodi,3,1490.0,3,0,85.0,850000.0
3272,Hoodi,2,1258.5,2,0,59.14,591400.0
3273,Horamavu Agara,2,1200.0,2,1,45.0,450000.0
3274,Horamavu Agara,3,1560.0,3,2,75.0,750000.0
3275,Horamavu Agara,2,755.0,2,1,37.49,374900.0
3276,Horamavu Agara,2,982.0,2,1,47.65,476500.0
3277,Horamavu Agara,3,1650.0,2,1,75.0,750000.0
3278,Horamavu Agara,2,950.0,2,3,39.0,390000.0
3279,Horamavu Agara,3,1756.0,3,2,92.0,920000.0
3280,Horamavu Agara,2,1106.0,2,1,43.09,430900.00000000006
3281,Horamavu Agara,2,1079.0,2,2,41.0,410000.0
3282,Horamavu Agara,3,1265.0,2,1,65.0,650000.0
3283,Horamavu Agara,2,1060.0,2,1,37.0,370000.0
3284,Horamavu Agara,2,1107.83,2,1,41.51,415100.0
3285,Horamavu Agara,2,980.0,2,1,38.19,381900.0
3286,Horamavu Agara,3,1250.0,3,2,65.0,650000.0
3287,Horamavu Agara,2,1145.0,2,1,41.21,412100.0
3288,Horamavu Agara,5,2400.0,3,3,80.0,800000.0
3289,Horamavu Agara,2,1000.0,2,1,46.0,460000.0
3290,Horamavu Agara,2,760.0,2,2,37.49,374900.0
3291,Horamavu Agara,2,1150.0,2,1,42.0,420000.0
3293,Horamavu Agara,2,750.0,2,1,37.49,374900.0
3294,Horamavu Agara,1,625.0,1,1,27.0,270000.0
3295,Horamavu Agara,2,1080.0,2,1,38.0,380000.0
3296,Horamavu Agara,2,994.0,2,1,42.28,422800.0
3297,Horamavu Agara,2,1107.83,2,1,41.51,415100.0
3299,Horamavu Agara,2,1090.0,2,1,46.0,460000.0
3300,Horamavu Agara,3,1400.0,3,3,63.0,630000.0
3301,Horamavu Agara,3,1557.0,3,1,70.0,700000.0
3302,Horamavu Agara,2,1058.0,2,2,47.0,470000.0
3305,Horamavu Banaswadi,2,1460.0,2,1,80.5,805000.0
3306,Horamavu Banaswadi,2,1156.0,2,2,46.0,460000.0
3307,Horamavu Banaswadi,2,1180.0,2,2,58.0,580000.0
3308,Horamavu Banaswadi,2,1307.0,2,2,51.6,516000.0
3310,Horamavu Banaswadi,2,1357.0,2,2,54.0,540000.0
3311,Horamavu Banaswadi,2,925.0,2,3,38.0,380000.0
3312,Horamavu Banaswadi,2,1272.0,2,2,48.0,480000.0
3313,Horamavu Banaswadi,2,1225.0,2,2,49.5,495000.0
3314,Horamavu Banaswadi,2,1272.0,2,2,51.5,515000.0
3315,Horamavu Banaswadi,2,1272.0,2,2,51.5,515000.0
3316,Horamavu Banaswadi,2,1156.0,2,2,46.9,469000.0
3317,Horamavu Banaswadi,2,1200.0,2,1,45.0,450000.0
3318,Horamavu Banaswadi,2,1254.0,2,2,47.0,470000.0
3319,Horamavu Banaswadi,3,1610.0,3,3,68.0,680000.0
3320,Horamavu Banaswadi,2,1210.0,2,1,50.0,500000.0
3321,Horamavu Banaswadi,2,1357.0,2,2,54.0,540000.0
3322,Horamavu Banaswadi,2,1272.0,2,2,50.0,500000.0
3323,Horamavu Banaswadi,2,1200.0,2,1,45.0,450000.0
3324,Horamavu Banaswadi,2,1025.0,2,2,45.0,450000.0
3325,Horamavu Banaswadi,2,1081.0,2,1,52.0,520000.0
3326,Horamavu Banaswadi,2,1000.0,2,2,50.0,500000.0
3327,Hormavu,2,1500.0,2,1,78.0,780000.0
3328,Hormavu,2,1150.0,2,2,55.0,550000.0
3330,Hormavu,2,1180.0,2,2,50.0,500000.0
3331,Hormavu,2,1200.0,2,0,67.0,670000.0
3332,Hormavu,2,1200.0,3,0,70.0,700000.0
3333,Hormavu,2,1175.0,2,1,52.0,520000.0
3334,Hormavu,1,1351.0,2,1,53.0,530000.0
3335,Hormavu,2,1141.0,2,1,44.4,444000.0
3336,Hormavu,2,1130.0,2,1,42.3,423000.0
3338,Hormavu,3,1725.0,3,2,85.0,850000.0
3339,Hormavu,2,1153.0,2,1,65.0,650000.0
3340,Hormavu,2,1150.0,2,1,53.11,531100.0
3341,Hormavu,2,1123.0,2,1,56.0,560000.0
3342,Hormavu,3,1385.0,2,2,69.0,690000.0
3344,Hormavu,2,1030.0,2,1,49.35,493500.0
3345,Hormavu,2,1018.0,2,1,50.8,508000.0
3346,Hormavu,3,1555.0,3,2,75.0,750000.0
3347,Hormavu,2,1143.0,2,1,53.0,530000.0
3348,Hormavu,2,1100.0,2,3,38.0,380000.0
3349,Hormavu,2,1000.0,2,2,50.0,500000.0
3350,Hormavu,2,1200.0,2,2,68.0,680000.0
3352,Hormavu,2,1200.0,2,3,68.0,680000.0
3353,Hormavu,2,765.0,2,1,37.49,374900.0
3355,Hormavu,2,1081.5,2,0,38.67,386700.0
3356,Hormavu,2,1250.0,2,2,60.0,600000.0
3357,Hormavu,2,965.0,2,2,37.15,371500.0
3358,Hormavu,1,583.0,1,0,28.28,282800.0
3359,Hormavu,2,1129.0,2,1,44.0,440000.0
3360,Hormavu,3,1385.0,2,1,69.25,692500.0
3361,Hormavu,2,1165.0,2,1,40.0,400000.0
3362,Hormavu,2,1065.0,2,1,50.92,509200.0
3363,Hormavu,2,1046.0,2,1,60.0,600000.0
3364,Hormavu,2,1400.0,2,0,75.0,750000.0
3365,Hormavu,3,1365.0,2,2,65.0,650000.0
3366,Hormavu,2,1196.0,2,1,44.8,448000.0
3367,Hormavu,2,1263.0,2,1,47.36,473600.0
3368,Hormavu,2,1015.0,2,1,39.08,390800.0
3370,Hormavu,2,1200.0,2,0,73.0,730000.0
3371,Hormavu,2,1250.0,2,2,65.0,650000.0
3373,Hormavu,2,1075.0,2,1,53.7,537000.0
3374,Hormavu,2,980.0,2,2,42.0,420000.0
3375,Hormavu,2,1075.0,2,1,53.7,537000.0
3376,Hormavu,4,2282.0,4,0,115.0,1150000.0
3377,Hormavu,2,1206.0,2,1,55.0,550000.0
