,location,bhk,total_sqft,bath,balcony,price
2461,Giri Nagar,4,2400.0,4,1,400.0
2462,Giri Nagar,3,1800.0,3,2,252.0
2463,Giri Nagar,3,1350.0,3,0,240.0
2464,Giri Nagar,4,2400.0,4,2,400.0
2465,Giri Nagar,6,3000.0,4,1,375.0
2466,Giri Nagar,6,2400.0,6,1,400.0
2467,Giri Nagar,4,4000.0,3,2,750.0
2468,Gollarapalya Hosahalli,2,861.0,2,1,34.5
2469,Gollarapalya Hosahalli,3,1408.0,3,3,62.0
2470,Gollarapalya Hosahalli,2,861.0,2,1,34.5
2471,Gollarapalya Hosahalli,3,1318.0,3,1,54.0
2472,Gollarapalya Hosahalli,2,861.0,2,0,36.5
2473,Gollarapalya Hosahalli,3,1320.0,3,2,60.0
2474,Gollarapalya Hosahalli,3,1345.0,3,2,60.0
2475,Gollarapalya Hosahalli,4,1905.0,3,2,86.0
2476,Gollarapalya Hosahalli,3,1318.0,3,2,56.0
2477,Gollarapalya Hosahalli,2,1129.0,2,1,50.0
2478,Gottigere,2,1100.0,2,2,40.0
2479,Gottigere,2,967.0,2,3,45.0
2480,Gottigere,3,1618.0,3,3,82.5
2481,Gottigere,2,1222.0,2,1,63.0
2483,Gottigere,3,1300.0,3,3,65.0
2484,Gottigere,2,950.0,2,1,38.0
2485,Gottigere,2,1153.0,2,1,48.5
2486,Gottigere,1,812.0,1,0,26.0
2488,Gottigere,3,1460.0,2,2,65.0
2489,Gottigere,3,1500.0,3,2,70.0
2490,Gottigere,3,1621.0,3,3,72.0
2491,Gottigere,1,812.0,1,1,26.0
2492,Gottigere,2,990.0,2,1,40.0
2493,Gottigere,2,1235.0,2,2,63.0
2494,Gottigere,3,1385.0,3,2,64.0
2495,Gottigere,2,1000.0,2,1,35.0
2496,Gottigere,2,1010.0,2,1,35.0
2499,Gottigere,3,1435.0,2,3,62.0
2500,Gottigere,2,945.0,2,0,45.0
2502,Gottigere,4,2500.0,3,2,120.0
2503,Gottigere,3,1230.0,2,2,52.0
2504,Gottigere,2,1120.0,2,2,50.0
2505,Gottigere,3,1500.0,3,2,63.0
2506,Gottigere,2,1200.0,2,3,40.0
2507,Gottigere,2,1280.0,2,1,61.0
2508,Gottigere,2,1205.0,2,1,56.58
2509,Gottigere,2,1170.0,2,2,40.0
2510,Gottigere,4,3000.0,3,0,132.0
2511,Gottigere,3,1613.0,3,3,72.0
2512,Gottigere,2,1110.0,2,2,36.25
2513,Gottigere,2,1245.0,2,2,59.0
2514,Gottigere,2,1200.0,2,2,50.0
2515,Green Glen Layout,3,1670.0,3,2,120.0
2516,Green Glen Layout,4,3250.0,4,3,230.0
2517,Green Glen Layout,3,1776.42,3,2,105.0
2518,Green Glen Layout,4,3250.0,4,2,230.0
2519,Green Glen Layout,2,940.0,2,1,56.8
2520,Green Glen Layout,2,1075.0,2,1,60.0
2521,Green Glen Layout,3,1715.0,3,2,115.0
2522,Green Glen Layout,3,1751.0,2,1,115.0
2523,Green Glen Layout,3,1750.0,3,2,130.0
2524,Green Glen Layout,3,1530.0,3,2,105.0
2525,Green Glen Layout,3,1752.0,3,2,105.0
2526,Green Glen Layout,3,1680.0,4,3,95.0
2527,Green Glen Layout,3,1728.0,3,2,125.0
2528,Green Glen Layout,3,1645.0,3,2,110.0
2529,Green Glen Layout,3,1517.0,3,3,100.0
2530,Green Glen Layout,4,3150.0,4,3,218.0
2532,Green Glen Layout,3,1750.0,3,2,120.0
2533,Green Glen Layout,3,1751.0,3,2,115.0
2534,Green Glen Layout,3,1750.0,3,2,105.0
2535,Green Glen Layout,3,1885.0,3,2,135.0
2536,Green Glen Layout,3,1715.0,3,3,120.0
2537,Green Glen Layout,3,1623.29,2,2,105.0
2538,Green Glen Layout,3,1715.0,3,3,115.0
2539,Green Glen Layout,3,1715.0,3,2,105.0
2540,Green Glen Layout,3,1600.0,3,3,105.0
2541,Green Glen Layout,3,1717.0,3,3,125.0
2542,Green Glen Layout,2,1250.0,2,0,75.0
2543,Green Glen Layout,3,1715.0,3,3,112.0
2544,Gubbalala,3,1470.0,2,2,82.0
2545,Gubbalala,3,1745.0,3,2,104.0
2546,Gubbalala,3,1745.0,3,2,115.0
2547,Gubbalala,3,1745.0,3,2,110.0
2548,Gubbalala,3,1650.0,3,2,71.0
2549,Gubbalala,5,2570.0,4,2,141.0
2550,Gubbalala,2,1205.0,2,2,70.0
2551,Gubbalala,3,1435.0,2,2,80.0
2552,Gubbalala,2,1475.0,2,2,80.0
2554,Gubbalala,2,1100.0,2,2,49.5
2555,Gubbalala,2,1060.0,2,1,46.0
2556,Gubbalala,3,2000.0,3,3,125.0
2558,Gunjur,2,1140.0,2,3,43.0
2559,Gunjur,3,1356.0,2,3,66.0
2560,Gunjur,3,1600.0,3,3,75.0
2561,Gunjur,4,2000.0,3,0,95.0
2562,Gunjur,2,1140.0,2,2,49.11
2563,Gunjur,2,1195.0,2,2,44.0
2564,Gunjur,2,1190.0,2,2,40.0
2565,Gunjur,2,1457.0,2,3,60.0
2566,Gunjur,2,1080.0,2,2,41.0
2569,Gunjur,2,1175.0,2,2,43.48
2570,Gunjur,3,1362.0,3,2,62.63
2571,Gunjur,2,1071.0,2,1,51.0
2572,Gunjur,2,1063.0,2,2,40.0
2573,Gunjur,2,1235.0,2,2,52.76
2574,Gunjur,3,1362.0,3,1,62.63
2575,Gunjur,3,1362.0,3,1,62.63
2576,Gunjur,3,1588.0,2,3,90.0
2577,Gunjur,2,1235.0,2,2,44.5
2578,Gunjur,2,1457.0,2,3,60.0
2579,Gunjur Palya,2,1050.0,2,1,43.0
2580,Gunjur Palya,3,1033.0,2,2,32.0
2581,Gunjur Palya,3,1400.0,3,2,45.0
2582,Gunjur Palya,2,993.0,2,2,42.0
2583,Gunjur Palya,2,1235.0,2,2,52.76
2584,HAL 2nd Stage,3,1490.0,2,2,300.0
2585,HAL 2nd Stage,2,600.0,3,2,145.0
2586,HAL 2nd Stage,3,2700.0,3,0,500.0
2587,HAL 2nd Stage,5,2040.0,4,1,500.0
2588,HBR Layout,3,2800.0,2,0,200.0
2589,HBR Layout,3,1722.0,3,2,95.0
2590,HBR Layout,4,1200.0,4,0,120.0
2591,HBR Layout,2,1200.0,2,2,60.0
2592,HBR Layout,2,1004.0,2,1,49.0
2593,HBR Layout,3,1783.0,3,2,125.0
2594,HBR Layout,3,1656.0,3,2,90.0
2595,HBR Layout,2,1089.0,2,1,60.0
2596,HBR Layout,3,1700.0,3,1,110.0
2597,HBR Layout,2,1198.0,2,1,65.0
2598,HBR Layout,4,1200.0,4,2,115.0
2599,HBR Layout,2,1200.0,2,0,120.0
2600,HBR Layout,3,1832.0,3,2,160.0
2601,HRBR Layout,2,1374.0,2,2,95.0
2602,HRBR Layout,2,1440.0,2,2,98.0
2604,HRBR Layout,3,2800.0,3,2,250.0
2605,HRBR Layout,2,1210.0,2,1,75.0
2606,HRBR Layout,2,1265.0,2,1,78.0
2607,HRBR Layout,2,1170.0,2,2,75.0
2609,HRBR Layout,4,1900.0,3,1,90.0
2610,HRBR Layout,3,1625.0,3,2,120.0
2611,HRBR Layout,2,1301.0,2,1,120.0
2612,HRBR Layout,2,1145.0,2,2,68.5
2613,HRBR Layout,2,1300.0,2,3,90.0
2615,HSR Layout,2,1372.0,2,1,68.0
2617,HSR Layout,3,1475.0,3,2,75.0
2618,HSR Layout,2,1467.0,2,1,55.0
2619,HSR Layout,2,1140.0,2,2,46.0
2620,HSR Layout,2,1372.0,2,1,61.0
2621,HSR Layout,3,1750.0,3,2,95.0
2623,HSR Layout,2,1027.0,2,2,44.0
2624,HSR Layout,3,1650.0,3,2,110.0
2625,HSR Layout,2,1140.0,2,2,46.0
2626,HSR Layout,2,1372.0,2,1,61.0
2627,HSR Layout,2,1140.0,2,2,46.0
2628,HSR Layout,2,1185.0,2,2,60.0
2629,HSR Layout,2,1127.0,2,1,68.0
2630,HSR Layout,3,1600.0,2,2,115.0
2631,HSR Layout,2,1145.0,2,2,48.0
2632,HSR Layout,2,1009.0,2,2,56.0
2633,HSR Layout,2,1300.0,2,2,98.0
2635,HSR Layout,2,1140.0,2,2,46.0
2636,HSR Layout,2,1126.0,2,1,69.0
2638,HSR Layout,2,1140.0,2,2,46.0
2639,HSR Layout,2,1145.0,2,2,46.0
2640,HSR Layout,2,1142.0,2,2,65.0
2641,HSR Layout,2,1145.0,2,2,46.0
2642,HSR Layout,3,1844.0,3,3,95.0
2643,HSR Layout,2,1203.0,2,2,72.0
2644,HSR Layout,2,1140.0,2,2,46.0
2645,HSR Layout,5,4200.0,5,2,245.0
2646,HSR Layout,2,1140.0,2,2,46.0
2647,HSR Layout,2,1145.0,2,2,46.0
2648,HSR Layout,2,1009.0,2,2,56.0
2649,HSR Layout,2,1145.0,2,2,46.0
2650,HSR Layout,2,1100.0,2,2,44.0
2651,HSR Layout,2,1203.0,2,2,60.0
2652,HSR Layout,2,1120.0,2,1,70.0
2653,HSR Layout,2,1140.0,2,2,46.0
2654,HSR Layout,2,1289.0,2,2,70.0
2655,HSR Layout,3,1844.0,3,1,89.0
2656,HSR Layout,2,1203.0,2,2,60.0
2657,HSR Layout,2,1140.0,2,2,46.0
2658,Haralur Road,2,1240.0,2,1,70.0
2659,Haralur Road,2,1027.0,2,2,44.0
2662,Haralur Road,2,1194.0,2,2,47.0
2663,Haralur Road,2,1202.0,2,1,53.0
2664,Haralur Road,2,1056.0,2,1,61.0
2666,Haralur Road,3,1810.0,3,2,100.0
2667,Haralur Road,2,1194.0,2,2,46.0
2669,Haralur Road,2,1225.0,2,1,67.38
2670,Haralur Road,2,1243.0,2,1,46.0
2671,Haralur Road,2,1027.0,2,2,44.0
2672,Haralur Road,3,1920.0,3,1,115.0
2673,Haralur Road,3,1875.0,3,2,110.0
2674,Haralur Road,2,1194.0,2,2,47.0
2675,Haralur Road,2,1140.0,2,2,43.0
2676,Haralur Road,2,1027.0,2,2,44.0
2677,Haralur Road,2,1194.0,2,2,46.0
2678,Haralur Road,3,2017.0,3,2,125.0
2679,Haralur Road,2,1140.0,2,2,43.0
2680,Haralur Road,3,1875.0,3,3,110.0
2681,Haralur Road,2,1092.0,2,2,44.0
2682,Haralur Road,3,2475.0,4,2,130.0
2683,Haralur Road,2,1300.0,2,2,73.0
2684,Haralur Road,2,1194.0,2,2,47.0
2685,Haralur Road,2,1243.0,2,2,46.0
2686,Haralur Road,3,1850.0,3,2,110.0
2687,Haralur Road,2,1225.0,2,1,67.38
2688,Haralur Road,2,1243.0,2,2,46.0
2689,Haralur Road,4,3400.0,5,3,240.0
2690,Haralur Road,2,1464.0,2,2,56.0
2691,Haralur Road,2,1230.0,2,1,78.0
2692,Haralur Road,2,1000.0,2,2,44.0
2694,Haralur Road,2,1300.0,2,2,79.0
2695,Haralur Road,3,1444.0,2,1,80.0
2696,Haralur Road,2,1088.0,2,1,68.0
2697,Haralur Road,2,1027.0,2,1,44.0
2699,Haralur Road,2,1225.0,2,1,70.0
2701,Haralur Road,2,1194.0,2,2,46.0
2702,Haralur Road,3,1830.0,3,2,101.0
2703,Haralur Road,3,1810.0,3,2,126.0
2704,Haralur Road,2,1464.0,2,2,56.0
2705,Haralur Road,3,1520.0,2,2,96.0
2706,Haralur Road,2,1300.0,2,2,75.0
2707,Haralur Road,3,2017.0,2,2,125.0
2708,Haralur Road,2,1243.0,2,2,46.0
2709,Haralur Road,2,1027.0,2,2,44.0
2710,Haralur Road,4,2805.0,5,3,160.0
2711,Haralur Road,2,1243.0,2,2,46.0
2712,Haralur Road,2,1027.0,2,2,44.0
2713,Haralur Road,3,2017.0,3,2,105.0
2714,Haralur Road,2,1243.0,2,2,46.0
2715,Haralur Road,2,1243.0,2,2,46.0
2716,Haralur Road,3,1520.0,2,2,90.0
2717,Haralur Road,2,1300.0,2,2,60.0
2718,Haralur Road,3,1985.0,3,2,130.0
2719,Haralur Road,3,1255.0,2,1,90.0
2720,Haralur Road,2,1056.0,2,1,60.0
2721,Haralur Road,2,1140.0,2,1,42.0
2722,Haralur Road,2,1245.0,2,3,62.0
2723,Haralur Road,2,1140.0,2,2,58.0
2724,Haralur Road,2,1140.0,2,2,42.0
2725,Haralur Road,2,1027.0,2,2,43.0
2726,Haralur Road,2,1194.0,2,2,47.0
2727,Haralur Road,2,1194.0,2,2,47.0
2728,Haralur Road,3,1560.0,3,1,90.0
2729,Haralur Road,3,1520.0,2,2,85.0
2730,Haralur Road,2,1243.0,2,2,45.0
2731,Haralur Road,2,1027.0,2,2,44.0
2732,Haralur Road,2,1194.0,2,2,46.0
2733,Haralur Road,3,1650.0,3,3,100.0
2734,Haralur Road,3,1580.0,3,1,73.0
2735,Haralur Road,2,1243.0,2,2,46.0
2736,Haralur Road,2,1194.0,2,2,47.0
2738,Haralur Road,3,1520.0,2,2,96.0
2739,Haralur Road,3,1510.0,3,2,83.05
2740,Haralur Road,2,1056.0,2,1,65.0
2741,Haralur Road,3,1810.0,3,2,100.0
2742,Haralur Road,2,1243.0,2,2,46.0
2743,Haralur Road,1,575.0,1,1,38.0
2744,Haralur Road,2,1194.0,2,2,46.0
2745,Haralur Road,2,1243.0,2,2,46.0
2746,Haralur Road,2,1194.0,2,2,46.0
2747,Haralur Road,2,1140.0,2,2,43.0
2748,Haralur Road,3,1850.0,3,2,120.0
2749,Haralur Road,2,1194.0,2,2,47.0
2750,Haralur Road,2,1194.0,2,2,47.0
2752,Haralur Road,2,1243.0,2,1,46.0
2753,Haralur Road,3,1710.0,3,2,85.0
2754,Haralur Road,3,1730.0,3,1,95.0
2755,Haralur Road,2,1243.0,2,2,46.0
2756,Haralur Road,2,1243.0,2,2,46.0
2757,Haralur Road,2,1243.0,2,2,46.0
2758,Haralur Road,3,1817.0,3,2,110.0
2759,Haralur Road,2,1225.0,2,1,77.0
2760,Haralur Road,2,1285.0,2,1,78.0
2761,Haralur Road,2,1225.0,2,1,67.48
2762,Haralur Road,2,1225.0,2,1,69.84
2763,Haralur Road,2,1200.0,2,2,46.0
2764,Haralur Road,2,1315.0,2,1,85.0
2765,Haralur Road,3,1976.0,3,2,92.0
2766,Haralur Road,2,1300.0,2,2,75.0
2767,Haralur Road,2,1309.0,2,1,82.0
2768,Haralur Road,2,1027.0,1,2,44.0
2769,Haralur Road,2,1243.0,2,2,46.0
2770,Haralur Road,2,1243.0,2,2,46.0
2771,Haralur Road,2,1140.0,2,2,43.0
2772,Haralur Road,2,1300.0,2,1,75.0
2773,Haralur Road,2,1243.0,2,2,46.0
2774,Haralur Road,3,1890.0,3,2,84.0
2775,Haralur Road,2,1230.0,2,1,67.65
2776,Haralur Road,2,1194.0,2,2,46.0
2777,Haralur Road,2,1092.0,2,2,44.0
2779,Haralur Road,3,1255.0,3,1,90.0
2780,Haralur Road,3,1735.0,3,2,97.0
2781,Haralur Road,3,1810.0,3,2,97.83
2782,Haralur Road,2,1200.0,2,2,46.0
2783,Haralur Road,2,1243.0,2,2,46.0
2784,Haralur Road,3,1810.0,3,2,112.0
2785,Harlur,2,1508.0,2,1,77.0
2786,Harlur,3,1752.12,3,2,135.0
2789,Harlur,3,1709.0,3,2,150.0
2790,Harlur,2,1174.0,2,1,69.0
2791,Harlur,2,1033.0,2,2,49.0
2792,Harlur,2,1197.0,2,1,84.0
2793,Harlur,3,1757.0,3,2,132.0
2794,Harlur,2,1174.0,2,1,76.0
2795,Harlur,3,1754.0,3,2,125.0
2796,Harlur,2,1290.0,2,1,85.0
2797,Harlur,3,1752.12,3,2,116.0
2798,Harlur,3,1754.0,3,2,135.0
2799,Harlur,3,1754.0,3,2,124.0
2800,Harlur,2,1152.0,2,2,69.0
2801,Harlur,2,1290.0,2,1,87.0
2802,Harlur,3,1749.0,3,2,115.0
2803,Harlur,4,3385.0,4,2,260.0
2805,Harlur,3,1758.0,3,2,133.0
2807,Harlur,2,1197.0,2,1,79.0
2808,Harlur,2,1174.0,2,1,78.0
2811,Harlur,2,1200.0,2,2,52.0
2812,Harlur,2,1197.0,2,1,79.0
2813,Harlur,3,1749.0,3,2,112.0
2814,Harlur,2,1174.0,2,1,75.0
2815,Harlur,3,1750.0,3,2,136.0
2816,Harlur,3,1620.0,3,1,110.0
2819,Harlur,3,1762.0,3,2,133.0
2820,Harlur,3,1756.0,3,2,131.0
2821,Harlur,3,1755.0,3,2,130.0
2822,Harlur,3,1864.0,3,1,140.0
2823,Harlur,2,1331.0,2,1,88.0
2824,Harlur,3,1752.12,3,2,133.0
2825,Harlur,2,1133.0,2,1,55.0
2826,Harlur,3,1756.0,3,2,128.0
2827,Harlur,3,1749.0,3,2,120.0
2828,Harlur,2,1197.0,2,1,82.0
2829,Harlur,2,1303.0,2,1,90.0
2830,Harlur,3,1754.0,3,2,132.0
2831,Harlur,2,1174.0,2,1,75.0
2832,Harlur,3,1756.0,3,2,134.0
2833,Harlur,2,1197.0,2,1,78.0
2834,Harlur,2,1290.0,2,1,89.9
2835,Harlur,2,1386.0,2,2,85.0
2836,Harlur,2,1174.0,2,1,74.0
2837,Harlur,2,1174.0,2,1,78.0
2839,Harlur,3,1755.0,3,2,115.0
2841,Harlur,4,2569.0,4,1,175.0
2843,Harlur,2,1197.0,2,1,77.0
2844,Harlur,3,1752.12,3,2,125.0
2845,Harlur,4,2569.0,5,3,180.0
2846,Harlur,2,1225.0,2,2,56.0
2847,Harlur,2,1197.0,2,1,76.0
2849,Harlur,2,1197.0,2,1,75.0
2850,Harlur,3,1755.0,3,2,117.0
2851,Harlur,2,1197.0,2,1,79.9
2852,Harlur,2,936.0,2,1,45.0
2853,Harlur,4,2990.0,4,1,225.0
2854,Harlur,2,1370.0,2,2,88.0
2855,Harlur,2,1335.0,2,0,72.76
2856,Hebbal,3,1760.0,2,2,123.0
2857,Hebbal,4,5611.5,4,0,477.0
2859,Hebbal,2,1349.0,2,1,98.2
2860,Hebbal,4,2483.0,5,2,212.0
2861,Hebbal,3,1760.0,2,2,130.0
2863,Hebbal,3,1920.0,3,2,134.0
2864,Hebbal,2,1337.0,2,1,82.0
2865,Hebbal,2,1349.0,2,1,98.0
2868,Hebbal,3,1790.0,3,2,127.0
2869,Hebbal,2,687.33,2,0,42.72
2871,Hebbal,3,1985.0,4,2,189.0
2872,Hebbal,4,2483.0,5,2,215.0
2873,Hebbal,2,1080.0,2,1,54.0
2874,Hebbal,2,812.0,2,2,55.0
2876,Hebbal,4,3067.0,4,2,230.0
2877,Hebbal,3,2526.0,2,2,250.0
2878,Hebbal,4,3067.0,4,3,230.0
2880,Hebbal,2,823.0,2,1,50.63
2881,Hebbal,2,1420.0,2,1,123.0
2883,Hebbal,2,1420.0,2,1,99.39
2884,Hebbal,4,4235.0,4,2,365.0
2885,Hebbal,3,1700.0,3,2,124.0
2886,Hebbal,4,3960.0,5,3,386.0
2887,Hebbal,2,1420.0,2,1,99.39
2889,Hebbal,2,1440.0,2,1,115.0
2890,Hebbal,2,1100.0,2,1,54.0
2892,Hebbal,3,2400.0,4,1,180.0
2894,Hebbal,2,1420.0,2,2,107.0
2895,Hebbal,2,1320.0,2,1,92.0
2896,Hebbal,2,919.0,2,1,49.0
2897,Hebbal,3,1645.0,3,2,135.0
2898,Hebbal,3,2080.0,3,3,175.0
2900,Hebbal,4,2483.0,5,2,230.0
2901,Hebbal,3,2600.0,3,2,195.0
2902,Hebbal,3,1645.0,3,2,117.0
2903,Hebbal,2,1251.0,2,1,88.73
2904,Hebbal,3,1645.0,3,2,121.0
2905,Hebbal,3,1760.0,3,2,123.0
2907,Hebbal,4,3960.0,5,3,386.0
2908,Hebbal,3,1645.0,3,2,120.0
2909,Hebbal,3,1255.0,2,1,90.0
2910,Hebbal,3,1645.0,3,2,117.0
2913,Hebbal,3,1636.0,3,1,119.0
2914,Hebbal,3,2661.0,2,2,226.5
2915,Hebbal,3,1255.0,2,1,95.0
2918,Hebbal,3,1255.0,2,1,95.0
2919,Hebbal,2,1088.0,2,2,61.45
2920,Hebbal,2,1349.0,2,1,97.8
2922,Hebbal,2,1344.0,2,1,108.0
2923,Hebbal,3,1255.0,2,1,90.0
2925,Hebbal,2,1138.0,2,1,110.0
2926,Hebbal,4,2790.0,5,3,204.0
2927,Hebbal,2,1088.0,2,2,62.0
2928,Hebbal,3,1987.0,4,2,165.0
2930,Hebbal,2,1299.0,2,1,100.0
2931,Hebbal,2,1200.0,2,1,60.0
2932,Hebbal,3,1645.0,3,2,117.0
2933,Hebbal,2,1390.0,2,2,95.0
2934,Hebbal,2,1333.0,2,1,100.0
2936,Hebbal,3,2650.0,4,3,199.0
2937,Hebbal,3,1800.0,3,2,140.0
2939,Hebbal,4,2470.0,4,2,203.0
2940,Hebbal,3,1255.0,2,1,95.0
2941,Hebbal,2,1333.0,2,1,104.0
2942,Hebbal,3,1645.0,3,2,117.0
2943,Hebbal,3,2600.0,3,2,199.0
2944,Hebbal,2,1345.0,2,1,97.0
2946,Hebbal,2,985.0,2,2,62.0
2947,Hebbal,2,1320.0,2,1,91.0
2948,Hebbal,3,2388.0,3,1,195.0
2949,Hebbal,2,1040.0,2,1,55.0
2951,Hebbal,3,2600.0,3,2,195.0
2952,Hebbal,4,2630.0,5,0,188.0
2954,Hebbal,3,1645.0,3,2,113.0
2956,Hebbal,2,1420.0,2,1,99.39
2959,Hebbal,2,1162.0,2,1,69.0
2960,Hebbal,2,1100.0,2,1,60.0
2961,Hebbal,4,4235.0,5,3,364.0
2962,Hebbal,2,1299.0,2,1,97.0
2964,Hebbal,4,2470.0,5,2,192.0
2965,Hebbal,3,1645.0,3,2,117.0
2966,Hebbal,3,1920.0,3,2,134.0
2968,Hebbal,3,1920.0,3,2,150.0
2969,Hebbal,4,2375.0,4,2,189.0
2970,Hebbal,2,1420.0,2,1,99.26
2971,Hebbal,2,1252.0,2,1,92.0
2973,Hebbal,2,1162.0,2,1,59.0
2974,Hebbal,2,1294.0,2,1,115.0
2976,Hebbal,2,1150.0,2,1,57.0
2977,Hebbal,3,1740.0,2,1,137.0
2979,Hebbal,3,1662.0,3,2,155.0
2980,Hebbal,3,2250.0,3,2,219.0
2981,Hebbal,2,1349.0,2,1,98.0
2983,Hebbal,2,1349.0,2,1,96.8
2984,Hebbal Kempapura,3,1700.0,3,2,155.0
2985,Hebbal Kempapura,3,1800.0,3,2,175.0
2986,Hebbal Kempapura,3,2900.0,4,2,300.0
2987,Hebbal Kempapura,3,3522.0,3,2,380.0
2988,Hebbal Kempapura,5,2280.0,5,2,200.0
2989,Hebbal Kempapura,2,1200.0,2,1,125.0
2990,Hebbal Kempapura,3,2900.0,4,2,240.0
2992,Hebbal Kempapura,2,1300.0,2,2,102.0
2993,Hebbal Kempapura,3,1466.0,2,3,140.0
2995,Hebbal Kempapura,3,1725.0,2,1,165.0
2996,Hebbal Kempapura,3,1200.0,3,2,125.0
2997,Hebbal Kempapura,3,3408.0,3,3,260.0
2998,Hebbal Kempapura,2,1485.0,3,3,132.0
2999,Hebbal Kempapura,2,1400.0,2,2,108.0
3000,Hebbal Kempapura,3,1800.0,3,3,150.0
3001,Hebbal Kempapura,5,2400.0,5,2,200.0
3002,Hebbal Kempapura,5,2800.0,5,1,220.0
3003,Hebbal Kempapura,3,1785.0,3,0,165.0
3004,Hebbal Kempapura,4,3729.0,4,2,384.0
3005,Hebbal Kempapura,3,1600.0,3,3,170.0
3006,Hebbal Kempapura,3,1730.0,3,2,175.0
3008,Hegde Nagar,3,1569.0,3,1,101.0
3009,Hegde Nagar,6,3000.0,7,2,210.0
3010,Hegde Nagar,3,2026.0,3,2,132.0
3011,Hegde Nagar,3,1801.0,3,2,115.0
3012,Hegde Nagar,2,1050.0,1,2,56.0
3013,Hegde Nagar,2,1341.0,2,1,97.0
3014,Hegde Nagar,3,2112.95,4,2,145.0
3015,Hegde Nagar,4,1200.0,4,1,83.0
3016,Hegde Nagar,3,1703.0,3,2,113.0
3017,Hegde Nagar,3,1570.0,3,1,105.0
3018,Hegde Nagar,3,1801.0,3,2,140.0
3019,Hegde Nagar,3,1584.01,3,1,103.0
3020,Hegde Nagar,3,1965.0,4,2,125.0
3021,Hegde Nagar,2,1200.0,2,0,75.0
3022,Hegde Nagar,3,1847.0,3,2,135.0
3023,Hegde Nagar,3,1965.0,4,2,132.0
3024,Hegde Nagar,3,1703.0,3,2,125.0
3025,Hegde Nagar,3,1847.0,3,2,125.0
3026,Hegde Nagar,3,2144.6,4,2,145.0
3027,Hegde Nagar,3,1718.0,3,2,119.0
3028,Hegde Nagar,3,1847.0,3,2,123.0
3029,Hegde Nagar,2,1340.0,2,2,72.0
3030,Hegde Nagar,3,2087.0,3,2,115.0
3031,Hegde Nagar,3,1703.0,3,2,130.0
3032,Hegde Nagar,3,2087.01,4,2,135.0
3033,Hegde Nagar,3,1718.0,3,2,130.0
3034,Hegde Nagar,3,1884.0,4,2,118.0
3035,Hegde Nagar,3,1930.0,4,2,122.0
3036,Hegde Nagar,3,1584.01,3,1,104.0
3037,Hegde Nagar,3,1168.0,2,1,68.0
3038,Hegde Nagar,3,2162.03,4,2,129.0
3039,Hegde Nagar,3,2087.01,4,2,160.0
3040,Hegde Nagar,2,1000.0,2,0,66.0
3041,Hegde Nagar,3,1348.0,2,2,80.5
3042,Hennur,2,1075.0,2,1,52.0
3043,Hennur,2,1255.0,2,1,52.32
3044,Hennur,2,1225.0,2,1,57.0
3045,Hennur,2,1255.0,2,1,57.5
3046,Hennur,2,1259.0,2,2,57.0
3047,Hennur,2,1255.0,2,2,53.5
3048,Hennur,2,1285.0,2,1,60.0
3049,Hennur,2,1285.0,2,1,60.0
3050,Hennur,2,1100.0,2,1,60.0
3051,Hennur,2,1231.0,2,2,48.0
3052,Hennur,2,1255.0,2,1,58.0
3053,Hennur,2,1040.0,2,2,42.12
3054,Hennur,2,1255.0,2,1,54.5
3055,Hennur,2,1041.0,2,2,40.6
3057,Hennur,2,1255.0,2,1,55.5
3059,Hennur,2,1231.0,2,2,50.0
3060,Hennur,5,2500.0,5,2,125.0
3061,Hennur,2,1160.0,2,1,49.0
3062,Hennur,3,2400.0,3,2,135.0
3063,Hennur,2,1255.0,2,2,53.5
3064,Hennur,2,1255.0,2,2,55.5
3065,Hennur,2,1100.0,2,1,44.55
3066,Hennur,2,1255.0,2,1,57.5
3067,Hennur,2,960.0,2,1,48.0
3068,Hennur,2,1020.0,2,1,48.0
3069,Hennur,2,1255.0,2,1,52.32
3070,Hennur,2,1295.0,2,1,64.0
3071,Hennur,3,1935.0,3,2,102.0
3073,Hennur,3,1345.0,2,1,69.0
3074,Hennur,2,1255.0,2,1,58.0
3075,Hennur,2,1420.0,2,1,62.0
3076,Hennur,2,1155.0,2,2,54.5
3077,Hennur,2,1255.0,2,1,52.32
3078,Hennur,2,1255.0,2,2,52.35
3081,Hennur,2,1255.0,2,2,54.5
3082,Hennur,3,1830.0,2,3,113.0
3083,Hennur,3,1830.5,3,0,84.21
3084,Hennur,2,1255.0,2,1,55.5
3085,Hennur,2,1255.0,2,1,53.57
3086,Hennur,2,1255.0,2,2,56.5
3087,Hennur,2,1050.0,2,2,42.73
3088,Hennur,2,1295.0,2,1,62.0
3089,Hennur Road,3,2089.0,3,2,140.0
3090,Hennur Road,4,3203.5,2,2,224.5
3091,Hennur Road,8,5000.0,8,2,250.0
3092,Hennur Road,2,1385.0,2,1,83.09
3093,Hennur Road,2,1317.5,2,0,63.77
3095,Hennur Road,3,2264.0,3,1,159.0
3096,Hennur Road,2,1157.0,2,1,84.0
3097,Hennur Road,3,1904.0,3,2,120.0
3098,Hennur Road,3,1891.0,3,1,109.0
3099,Hennur Road,3,1561.0,3,2,95.0
3101,Hennur Road,3,2060.0,3,1,149.0
3102,Hennur Road,3,1482.0,2,1,92.0
3103,Hennur Road,2,1232.0,2,2,89.0
